 Produção Ambulatorial do SUS - Brasil - por local de residência
Valor apresentado por Município e Ano/mês atendimento
Período:2008-2010
"Município";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"Total"
"270370 Jaramataia";15803,88;14919,08;13001,36;17135,27;16025,21;14492,34;15402,82;19180,85;17754,81;18126,81;23971,05;18625,18;20589,99;16616,24;18694,78;19716,75;20933,40;25313,12;19751,17;25501,00;17220,12;18656,73;13423,86;20668,06;17503,14;18316,36;34331,40;28896,89;19752,76;18948,33;19029,75;21822,33;19313,24;18001,33;17403,13;14637,19;689479,73
"270375 Jequiá da Praia";15795,26;16073,90;15185,47;17709,78;17210,79;22820,61;27221,73;24984,24;23757,52;23263,83;19869,72;23618,27;19542,09;24857,52;25960,40;25742,83;25956,06;25945,98;28215,71;30436,36;29015,03;31286,29;36182,89;35111,81;37089,52;39223,51;44971,66;37711,04;63677,15;37182,07;39369,49;26780,33;41567,53;54903,45;75769,02;34603,74;1118612,60
"270380 Joaquim Gomes";34431,70;27410,53;34252,77;38260,03;35709,89;36347,10;36898,21;37534,80;39894,70;36142,17;38681,22;34806,97;29086,81;34890,87;32430,78;34163,22;33613,11;34216,86;36126,66;44271,26;47056,81;52553,66;41818,45;42253,04;39799,10;37400,68;44779,77;63399,22;51094,38;53566,53;53060,92;53172,52;44376,54;46578,65;47500,29;46266,07;1473846,29
"270390 Jundiá";7225,16;6867,84;8524,83;7024,84;7172,00;8880,41;7966,76;7859,64;5632,32;5291,58;6069,86;6640,74;7356,65;6224,11;7164,76;7542,47;5620,00;6504,48;6338,95;5718,50;5832,16;5906,51;6237,49;6259,74;6760,27;8278,99;9463,06;9385,59;11758,75;7927,09;7602,26;7420,02;10365,58;12249,04;14999,24;16415,36;284487,05
"270400 Junqueiro";60231,72;52036,94;49361,94;54249,12;49946,21;52192,26;51303,34;53424,52;51818,46;48102,24;38905,24;34361,73;41279,55;42353,51;45923,25;64627,68;58698,41;52941,50;46747,76;56312,88;57163,83;54179,16;54932,80;52521,56;60932,06;49056,56;67269,44;83676,35;93591,68;99553,42;72848,83;168811,85;76349,99;98135,52;78569,23;80186,09;2252596,63
"270410 Lagoa da Canoa";27029,95;35376,69;31904,93;38750,55;38433,05;34667,31;28297,19;41055,46;42873,45;35828,63;41477,16;46237,66;47646,10;47108,43;58626,39;53960,73;61495,02;56425,74;69189,00;60804,49;59022,51;59531,70;58880,23;78077,36;65790,97;60195,88;66329,64;62336,67;57892,60;69687,50;62321,75;68313,11;76970,46;69716,57;93844,98;58746,58;1964846,44
"270420 Limoeiro de Anadia";38021,66;37312,27;41714,46;54186,65;57250,22;53578,93;58683,50;46903,74;52051,74;45517,06;43027,91;38712,99;35791,97;33774,38;41398,48;45585,79;45670,31;43424,79;47891,69;41829,14;48345,74;41850,91;49944,47;46407,93;48176,08;34309,57;39050,96;44467,63;50994,23;40928,30;43011,81;45760,78;49250,19;53724,66;70995,04;58949,37;1668495,35
"270430 Maceió";3286581,29;3233076,01;3361846,33;3648263,42;3721065,69;4118641,01;4429340,53;4364724,91;4593100,07;4616376,49;4846360,21;4643812,82;4493857,86;4719000,95;4800120,76;4679222,15;4904118,09;5092186,75;5477856,33;5629480,24;5482104,34;5357252,37;5277008,69;5191265,19;5392311,41;4948506,39;5627275,07;5542112,85;5724911,12;5167650,21;5730854,20;6025531,66;5719171,73;5923035,99;6330659,26;5732083,16;177830765,55
"270440 Major Isidoro";28868,00;27240,70;24777,79;35592,09;31188,00;29584,76;28515,04;25395,52;24977,49;21630,91;25463,53;22548,99;30575,89;27860,06;30419,99;26917,02;38770,43;31520,67;30056,84;24126,98;30625,84;35672,59;40412,37;41351,24;39738,65;36712,03;45987,99;44806,68;49931,82;43285,18;57310,16;47611,14;42214,82;50069,97;67693,64;50965,08;1290419,90
"270490 Mar Vermelho";2881,58;1515,45;1344,65;1547,26;1811,80;3720,88;3626,12;2863,47;2654,59;3031,76;3221,43;3882,57;4386,63;5516,69;2032,57;5906,50;5243,37;5330,90;13887,45;13223,99;8184,96;9578,75;8135,54;9769,55;6788,58;4660,64;4901,21;5811,05;19132,03;10624,27;12136,48;12820,40;11375,64;14023,94;11374,15;11971,65;248918,50
"270450 Maragogi";18261,76;21990,03;22956,13;23077,62;25626,46;24549,51;27232,92;34246,30;28856,28;33462,62;32357,83;28941,41;30068,13;28101,81;26481,47;32211,41;38120,86;38513,05;37964,08;39196,01;44573,32;44266,47;50331,16;97712,82;43689,47;31139,41;68650,52;46837,91;30418,34;49544,33;28925,62;23399,03;56758,31;58694,73;55568,52;47325,37;1370051,02
"270460 Maravilha";7473,34;5838,60;5123,83;4858,57;7076,46;7496,79;10275,74;11347,85;12813,59;8909,69;10568,36;8572,53;10254,49;11763,73;10775,53;11390,79;12863,17;13718,38;17395,34;14114,71;15379,09;23772,72;18131,59;12240,71;23508,92;18630,48;19136,82;27346,73;23998,19;19226,65;53361,03;31091,50;43127,06;38842,42;94388,50;31705,56;696519,46
"270470 Marechal Deodoro";67485,43;66617,40;79088,38;78670,73;92458,62;90915,04;108225,94;103857,80;102409,05;98371,67;103024,53;105404,35;88259,89;100975,16;135129,91;132410,79;138575,31;129496,32;168113,88;140789,22;132018,40;141238,24;145424,24;137081,08;157886,55;145390,84;144079,61;137604,72;141651,36;165579,82;176379,34;162521,70;220776,03;158099,04;196457,67;191890,50;4684358,56
"270480 Maribondo";27111,87;32882,81;71281,98;52702,59;41311,63;46771,54;42899,11;48002,64;60148,49;48881,46;41945,42;38816,13;38622,39;34490,22;39732,27;39815,18;39854,57;31722,35;36437,85;43331,57;45183,79;58770,28;46363,90;46843,69;38629,17;43113,17;48432,17;98275,32;44735,54;53172,94;59387,09;63797,23;53698,41;71961,15;81074,84;76654,74;1786855,50
"270500 Mata Grande";43374,47;39875,45;43274,46;43151,49;42801,77;61505,59;53133,30;48829,58;59278,11;50850,54;44235,52;52807,47;47236,79;40765,96;48147,53;40948,76;45705,47;49959,76;48929,43;53465,37;61722,23;60453,78;58994,32;51605,67;61917,28;56559,34;55814,58;69698,84;53269,14;85744,30;75268,69;63908,67;58634,25;61889,77;62531,37;60034,22;1956323,27
"270510 Matriz de Camaragibe";50610,38;34960,24;37925,19;37009,40;44226,39;52391,46;41819,06;60377,71;61034,85;60697,31;58389,01;58853,56;50944,65;49847,96;58701,99;56404,03;51035,26;48409,51;52750,44;56846,45;47358,26;69054,25;108382,70;75680,85;73309,84;64696,96;93181,97;65639,72;78914,62;73333,30;50983,41;68535,15;87877,18;75972,54;107811,37;52447,73;2216414,70
"270520 Messias";26959,33;21369,68;20279,80;21552,09;18067,00;20007,58;25411,13;34408,42;26431,17;27489,26;31074,08;24069,44;35082,98;28544,87;27039,40;25456,36;27445,81;26167,22;26053,44;20361,59;27330,90;24659,74;31583,16;27960,70;20869,22;24799,59;23589,30;26343,56;50931,81;28146,30;25798,56;28643,99;31802,66;28135,57;27191,25;32230,03;973286,99
"270530 Minador do Negrão";5804,66;7566,94;7598,50;6556,90;8953,12;6531,77;12534,11;13545,19;7579,18;6826,75;5747,43;8090,70;9330,24;5888,48;7268,21;8378,22;9136,34;8206,05;10135,51;11162,63;10046,53;9838,27;9847,75;11835,97;17898,23;7021,34;12029,43;9023,92;7288,07;13476,51;9702,16;10454,81;11694,23;10825,57;38680,15;9479,27;365983,14
"270540 Monteirópolis";4495,09;7431,50;8999,17;6146,01;4294,11;5176,11;7668,58;9960,53;6943,27;7988,23;9426,34;11683,49;11541,12;11830,92;10608,32;9141,69;11290,59;9941,75;11995,60;11640,11;9282,36;10867,11;13837,22;10048,42;13192,05;11008,34;23416,31;20589,80;16344,90;19392,95;18871,10;23176,24;19010,01;17423,16;18942,31;36787,16;460391,97
"270550 Murici";62276,65;58984,63;63283,37;75611,98;73813,28;80320,46;80745,46;82861,42;92373,38;83636,40;82364,78;73534,72;74709,44;77632,68;88220,69;89899,84;101490,41;93571,11;104475,22;92440,25;100642,83;82629,38;84110,48;83104,55;80426,11;88472,39;83946,66;85871,43;80394,13;75482,65;88435,65;77528,33;78265,75;96367,88;97749,73;88361,06;3004035,18
"270560 Novo Lino";5357,55;5853,29;3985,41;7398,37;6179,32;9648,70;8739,33;6541,71;9914,56;8741,73;11327,41;13151,94;8912,87;8761,61;9928,18;11584,83;11751,85;10248,23;25682,40;11823,75;8924,39;14329,80;10464,46;10402,04;8102,75;7050,88;7667,88;7393,80;12329,16;9831,06;10912,70;8477,15;9176,80;14520,70;12143,77;11780,64;359041,02
"270570 Olho d'Água das Flores";58792,83;53448,83;45224,31;44579,57;47691,00;44655,46;54666,80;59333,60;63196,77;46165,60;55242,72;41002,52;47318,50;46005,05;48721,36;58205,79;61551,26;67930,86;67951,60;70691,62;67717,16;54298,00;53482,46;53384,24;59687,67;52304,94;48307,38;71377,16;79189,95;24213,85;58400,51;80049,61;67658,25;57931,30;82670,30;56198,05;2049246,88
"270580 Olho d'Água do Casado";5024,77;3850,93;5813,87;6345,02;9241,56;7970,53;8100,00;8316,35;8970,41;10210,52;9003,02;8566,18;16083,23;12344,28;8425,89;9562,14;7360,10;11452,68;11582,42;9397,39;7197,37;10665,45;7747,83;14318,75;12053,15;20917,41;12961,08;14470,90;11208,93;11520,26;37011,88;21738,67;18759,31;14819,96;8341,40;10360,85;411714,49
"270590 Olho d'Água Grande";3071,60;3095,02;3697,12;5787,01;4507,36;2596,93;4738,34;5894,26;5255,44;3749,71;4387,96;3883,73;7971,61;9840,11;7331,70;5356,08;5211,34;4709,52;5180,07;6385,58;6673,06;3988,64;12959,53;3806,30;3109,58;2555,47;4827,07;2775,33;2644,25;13543,28;5596,72;25584,54;18827,59;14628,72;5992,87;22069,70;252233,14
"270600 Olivença";13160,93;13823,47;11521,35;12862,18;11345,90;17688,48;14931,69;19035,85;23102,14;20341,67;19109,10;18864,92;21178,94;20738,87;26571,52;27368,17;26043,65;23564,29;25149,60;23064,26;31056,08;27221,47;35179,35;22754,72;23992,69;28469,68;41993,96;25720,36;23024,52;27864,71;23428,64;22452,58;27959,24;50780,23;49876,75;28350,58;879592,54
"270610 Ouro Branco";8503,76;11512,65;10590,75;11509,18;14434,20;7979,98;10817,66;12746,38;16807,52;14319,84;11076,85;11015,83;16188,69;16396,87;17089,89;15988,05;16134,93;17674,35;15581,58;14875,42;24645,15;12209,19;20994,21;15133,98;17144,09;14577,16;19688,64;33849,48;13991,08;9710,18;16585,55;21840,48;17823,90;15807,92;27126,79;16878,54;569250,72
"270620 Palestina";696,56;1159,17;781,13;3165,43;1936,86;8256,96;8023,92;1882,61;3899,83;3336,84;2310,60;1478,21;2371,58;2359,18;2588,55;1870,66;3847,59;2444,93;3491,34;9401,04;5699,30;4221,13;8063,39;3363,24;12035,66;3392,62;10347,95;3739,62;4640,52;7793,91;13946,72;2333,79;3125,21;13617,55;27774,67;1264,97;190663,24
"270630 Palmeira dos Índios";207094,75;197032,07;211558,44;208623,23;200614,15;229516,69;216663,93;205351,78;223294,04;219783,40;272079,06;276658,45;276946,88;234353,80;251195,94;220222,44;231220,78;268519,98;311503,97;254050,14;305111,74;227136,33;259533,57;245306,79;269418,27;273623,45;281367,80;318195,95;350100,48;535620,16;377907,74;341599,44;348295,42;392296,34;437379,64;426840,02;10106017,06
"270640 Pão de Açúcar";34041,53;47430,81;35296,63;43705,92;37140,99;36858,50;55019,12;61650,95;53705,64;62066,31;70358,77;57630,95;48716,35;51691,34;57650,87;58695,05;54177,21;53431,15;56742,08;54939,40;61378,62;57572,55;53877,10;52704,41;49678,28;48082,33;69796,04;61173,58;129630,77;45961,42;61222,69;127933,28;51348,73;47316,88;65213,40;60695,60;2074535,25
"270642 Pariconha";18747,48;16905,54;10865,88;11048,00;18434,17;12613,78;10827,81;14286,73;12128,99;9477,68;9367,33;7588,92;10591,63;10145,19;8035,53;11442,45;10297,31;12628,59;5651,77;9679,62;8167,99;17490,48;18075,12;18207,72;25347,37;19320,88;23754,12;29864,66;29893,47;26306,69;63910,61;20606,11;25430,05;34471,55;39900,04;19647,33;651158,59
"270644 Paripueira";12398,97;15046,92;12260,32;17318,35;13663,68;20831,10;19449,28;13428,62;17391,54;19078,88;17242,52;17956,60;17483,47;14826,87;17199,28;20981,63;26568,69;29347,87;21633,12;20485,36;23143,55;25091,24;25298,40;24903,79;19928,91;19834,60;23403,37;23135,36;24100,46;22859,51;22717,13;22271,91;20793,26;26760,75;31973,05;26163,41;746971,77
"270650 Passo de Camaragibe";13277,68;9058,19;16458,42;10372,50;17829,12;14188,13;13104,88;18836,43;10781,66;7227,06;11530,13;6753,58;7983,72;5529,23;9301,24;11885,86;15232,15;18082,11;18725,04;19455,94;15823,73;9372,99;16905,36;32177,73;14918,39;15306,97;24200,24;6920,86;18421,12;32148,15;11943,84;22347,13;25422,58;30984,75;41760,63;25275,78;599543,32
"270660 Paulo Jacinto";18860,93;12267,50;16833,22;24619,80;19512,64;19230,70;13233,48;17659,22;22836,25;20172,23;17134,95;14999,58;14131,61;15127,96;18116,60;20046,95;21768,16;23354,28;24639,39;24207,30;20869,20;19580,20;18360,30;18988,00;21762,49;25959,88;17599,51;15269,68;19211,42;25119,81;33465,28;33015,95;37715,36;50855,40;42102,01;32106,38;810733,62
"270670 Penedo";227386,10;185658,85;215944,45;253215,91;230431,23;231853,44;242016,62;223854,63;243275,80;262729,70;281009,66;247675,08;306129,09;321425,78;225683,27;303729,50;385999,72;352077,49;465172,70;236750,85;222723,70;285993,17;387137,99;346881,41;346381,16;290473,75;410121,66;429031,28;385394,19;310074,67;360775,58;384904,31;374227,70;425244,75;469766,90;426417,22;11297569,31
"270680 Piaçabuçu";34406,95;31615,08;46352,41;46212,93;42455,36;44649,87;43825,10;46078,95;48199,18;44775,98;41112,67;39546,50;44586,48;47903,46;43938,11;87648,23;55042,73;119960,95;78330,18;72740,82;60507,76;68517,53;88915,49;48380,70;50772,13;52120,33;69255,80;52163,31;52367,04;47504,36;90728,49;74479,99;62337,22;94459,70;63824,87;94656,03;2130372,69
"270690 Pilar";65332,86;65756,25;70034,71;74137,25;81638,77;79047,58;89572,16;93330,25;111050,95;72971,67;82996,61;84274,84;88939,54;90490,97;94291,00;106339,56;99154,41;87148,66;91678,44;99589,48;100440,28;94793,26;104991,26;105340,50;97890,79;128157,63;99612,23;114540,55;170489,80;132712,89;125226,24;159085,90;164973,06;162032,89;166901,39;141688,23;3796652,86
"270700 Pindoba";4835,46;4728,77;4679,65;6526,86;8046,96;6643,27;6446,51;5575,54;6011,70;6378,20;7814,10;5874,57;5725,40;6310,76;6909,27;5951,56;6141,73;4810,64;5477,38;6799,86;6804,39;6770,01;6170,74;5469,73;5676,58;3839,75;5683,62;2442,38;5097,54;2754,24;2105,14;2524,90;1711,48;1111,97;3039,62;1931,33;184821,61
"270710 Piranhas";66654,08;62957,50;63611,26;71315,42;73357,04;75538,80;63191,82;70554,30;75801,90;61398,20;62425,31;62038,41;80728,26;77242,97;78499,46;79937,06;84329,92;85436,05;79115,69;90223,28;85965,44;92921,60;93404,68;92406,63;91924,12;90826,38;125507,89;81924,04;101807,93;80122,21;119876,47;99151,99;84088,47;97146,46;102286,90;100277,61;3003995,55
"270720 Poço das Trincheiras";14792,14;17516,63;16603,49;12191,40;17157,40;23708,05;23665,62;33185,19;23494,24;23491,96;19525,94;12843,44;18769,13;16772,62;10702,68;10028,69;16558,99;18294,47;20076,38;20099,47;12270,35;14291,23;11744,05;12599,18;20704,82;12527,04;14172,76;9398,00;13678,94;17955,57;34138,39;16673,31;18483,37;16292,87;27317,84;18801,46;640527,11
"270730 Porto Calvo";70287,92;67520,41;75403,79;77869,89;74746,51;77653,05;77705,84;85047,82;80208,95;87252,23;75045,23;73238,18;81450,99;79653,52;84727,39;86740,31;90557,37;93132,27;93765,86;90805,15;83362,48;78753,66;80235,86;72590,86;78669,70;73471,57;93284,62;80300,73;87248,63;85927,47;80757,72;96397,00;103798,77;90381,00;93185,69;82250,66;2983429,10
"270740 Porto de Pedras";7359,51;3074,16;4882,56;5145,66;4439,99;3780,90;2197,29;2634,79;3409,02;2124,30;1615,22;2850,82;2318,71;2306,32;2896,00;4407,41;4557,89;4184,78;5360,84;5925,89;4234,34;4125,58;9121,60;9941,89;8283,43;7641,19;10223,86;8663,85;9040,78;6343,61;7703,17;8083,50;8911,31;9707,43;2706,93;6713,20;196917,73
"270750 Porto Real do Colégio";35101,87;37618,94;35171,47;31763,05;32851,06;34518,75;31015,81;29463,51;32028,73;31432,51;33415,42;38039,80;28831,12;37928,82;39706,50;34035,78;37941,18;58986,70;42832,06;42538,69;49313,34;43230,61;37672,97;30918,31;39068,98;35613,00;70487,32;37972,04;32480,17;30685,08;36193,91;33126,42;34987,35;42224,89;39885,97;37846,33;1356928,46
"270760 Quebrangulo";27267,03;28590,76;31662,46;32495,54;34143,33;31759,18;36007,74;35303,76;36519,42;37239,40;39482,09;37401,65;40382,65;36845,97;39137,09;39407,28;35423,48;39540,69;46921,59;46619,64;60458,19;42946,61;41640,31;39006,30;38826,50;35930,50;38162,08;38474,00;50593,47;34433,07;27659,66;32743,49;38126,08;37723,85;40766,07;38323,67;1367964,60
"270770 Rio Largo";114689,06;110840,83;108725,14;106199,73;102153,22;110663,39;145050,28;149110,04;171221,31;157622,08;155959,87;145844,16;168032,54;159320,67;162804,32;167222,36;173768,98;173106,97;187694,95;196198,99;190747,60;185125,32;193658,87;197653,82;184266,32;170214,57;184268,29;172562,92;192753,52;171206,09;192994,81;227680,90;201771,07;195710,20;213329,62;243481,17;6083653,98
"270780 Roteiro";11392,30;11152,23;14614,99;12907,51;14172,00;15904,88;13930,87;14848,48;11697,13;14417,74;13330,82;12161,71;13165,90;12280,25;13735,83;11506,56;12330,13;12136,57;14250,31;14897,94;14818,49;22741,67;33066,47;24037,54;22410,45;16323,90;12485,74;10672,67;15102,47;9653,26;12489,91;10811,24;14132,93;11908,92;11916,69;11952,27;519358,77
"270790 Santa Luzia do Norte";12490,38;10082,09;12823,30;17354,07;16062,17;14778,61;20170,75;17866,16;16280,85;17393,36;14625,32;15780,97;14449,67;13906,83;18767,88;23152,64;18409,21;20585,26;29612,48;16953,23;18960,17;19360,78;17975,61;21234,65;33882,89;39893,99;22375,91;25035,78;24824,57;32830,07;21492,01;16330,77;56824,28;36637,99;33683,74;14448,50;777336,94
"270800 Santana do Ipanema";106161,30;101087,90;111646,24;116379,02;109037,71;163005,47;146699,49;150455,00;158044,00;160627,41;159783,81;164123,53;176499,22;184076,27;179163,90;155781,49;161783,54;171336,92;174940,71;174209,24;172935,98;164297,56;173389,43;194169,18;167989,21;149596,75;190346,90;155229,94;154554,80;174935,03;195449,34;160905,74;145854,56;211743,18;198703,02;161019,85;5795962,64
"270810 Santana do Mundaú";22237,51;22151,26;19970,32;26833,59;24604,20;23240,20;25164,09;23318,91;23719,10;25043,00;22567,14;23068,07;21345,58;19310,01;25159,51;23457,13;20659,66;34299,71;32880,49;26780,09;24654,17;30754,70;27816,29;26669,08;29386,62;26480,56;31434,86;32709,31;34539,28;26248,09;26095,02;26227,25;26136,57;26038,44;24759,87;29430,98;935190,66
"270820 São Brás";5263,15;4257,12;6471,52;7044,03;7302,16;5982,61;5855,58;8345,10;9985,36;11998,48;11389,57;10510,87;8180,70;9967,37;8684,95;18314,04;14106,46;5247,03;7745,27;8174,65;5958,69;10435,91;5483,05;5794,91;4703,73;4059,74;4304,42;6742,06;5146,75;33622,24;40697,69;5070,79;31514,92;22839,91;9823,18;34409,15;405433,16
"270830 São José da Laje";39015,16;36221,59;42567,35;45980,81;49277,02;61403,33;59158,07;49671,60;50679,57;59317,34;51327,50;49941,08;46231,48;67975,94;49001,31;57985,49;73988,57;76732,05;72874,12;87881,94;66719,91;80495,89;72695,29;64525,64;56578,45;53638,04;65510,44;82351,32;77205,77;80347,59;67244,75;78006,30;86726,02;81580,13;75373,77;54369,81;2270600,44
"270840 São José da Tapera";37947,19;35901,60;39372,53;47491,41;53009,88;50554,52;59672,03;56078,86;51711,52;56467,72;50134,10;48738,16;42402,20;43569,45;53086,31;55555,59;46517,19;62343,40;53959,30;68565,72;59521,67;65519,19;66521,24;69771,12;71051,54;67698,51;65772,92;63171,00;86797,40;52730,72;74555,60;69557,12;60239,33;61505,31;64665,31;54514,26;2066670,92
"270850 São Luís do Quitunde";58902,72;47916,42;60791,57;78542,27;58829,62;67718,41;68437,87;75488,23;63719,42;66845,96;78933,80;74407,33;74227,62;64891,19;74138,88;75256,73;88092,61;79001,97;92265,09;90443,45;84389,01;80403,56;81837,34;95436,81;86856,89;84996,43;125671,38;83305,72;97044,60;118217,25;119029,86;91131,10;119335,00;109592,54;102974,81;102971,54;3022045,00
"270860 São Miguel dos Campos";134322,36;110061,97;117625,31;109721,95;123809,86;130164,57;133618,38;138607,19;126444,83;136583,16;146395,21;146187,15;168141,53;156868,22;162621,79;162795,49;154000,11;180266,97;197321,77;176429,64;178433,00;161397,00;161891,53;164308,63;229406,75;191360,44;214017,72;218478,80;290347,95;216103,85;231600,78;211261,53;264892,89;273097,77;303585,33;279819,21;6501990,64
"270870 São Miguel dos Milagres";10448,74;13205,82;10971,07;33105,04;21579,22;12998,50;17035,62;16184,86;7985,57;8172,10;9090,93;11607,86;9814,05;9369,69;7934,71;8464,25;6567,97;9880,65;7888,76;11988,02;7311,38;15340,81;7272,17;7375,90;11088,81;9752,29;15654,42;11044,47;11022,15;10113,75;8448,59;8588,86;7132,27;8676,03;6888,01;8945,62;398948,96
"270880 São Sebastião";80213,14;59086,08;60479,16;58154,44;66016,58;69273,61;76375,82;74519,08;79535,19;82933,51;89493,14;100908,02;85789,76;79649,12;88133,96;104896,56;91817,79;83788,98;97095,69;87697,45;85338,32;83032,55;94850,29;83192,34;97532,06;96169,28;103834,08;97094,90;103052,12;93945,30;88324,22;103423,28;91157,20;89275,31;106672,27;79545,93;3112296,53
"270890 Satuba";13518,84;15209,10;16469,19;19918,00;21296,86;19444,95;18927,52;20436,36;21275,51;21653,96;25632,68;26151,40;28240,80;26679,34;46560,41;30823,11;20493,00;21085,17;25044,66;23227,87;30129,09;22720,23;26276,82;41075,58;27662,09;35813,52;41263,21;35387,10;34857,76;18631,90;22518,14;26928,66;76496,62;49508,48;73381,75;57597,07;1082336,75
"270895 Senador Rui Palmeira";6066,56;4652,87;6568,38;9454,83;9809,57;11245,84;14604,84;15906,24;13967,85;17584,31;13867,97;13359,43;18787,78;14610,45;20845,61;23603,21;22058,98;20136,23;23803,42;22290,69;20626,00;33048,28;21140,36;16860,92;16730,75;16981,53;20868,04;19858,89;21250,86;15497,06;14063,17;14634,43;25188,42;30309,81;20335,23;12525,09;623143,90
"270900 Tanque d'Arca";8569,41;4560,32;6238,10;10650,49;11016,97;6264,58;11538,35;13211,39;13328,31;10123,00;9529,44;12535,51;7587,91;7748,23;8973,95;8292,95;12169,53;11008,74;15131,38;18723,73;16096,89;12481,73;9728,45;13529,65;15770,81;13091,59;14060,17;20343,59;23071,85;39404,62;16572,29;18120,32;22467,95;16569,69;20275,12;16409,90;495196,91
